id	X.id	X.type	type	name	flat	details.description	details.numberOfClasses	details.categories	details.hasOntologyLanguage	details.released	details.creationDate	details.homepage	details.publication	details.documentation	details.version	details.metricsAvailable	details.hasSubmissions
MINI-FAST-1	https://data.bioontology.org/ontologies/MINI-FAST-1	http://data.bioontology.org/metadata/Ontology	Ontology	mini fast test	FALSE	Test of SKOS vocab to see if skos/core#Concept is required	2		SKOS	2017-10-02T00:00:00+00:00	2017-10-02T20:37:27-07:00					TRUE	TRUE
BCI-O	https://data.bioontology.org/ontologies/BCI-O	http://data.bioontology.org/metadata/Ontology	Ontology	Brain-Computer Interaction (BCI) Ontology	FALSE	"The BCI ontology specifies a foundational metadata model set for real-world multimodal Brain-Computer Interaction (BCI) data capture activities.  Its structure depicts a conceptual framework that BCI applications can extend and use in their implementations, to define core concepts that capture a relevant and interoperable metadata vocabulary.

This ontology is aligned to the Semantic Sensor Network Ontology (SSN): a domain-independent and end-to-end model for sensor/actuator applications.  Hence, its structure has been normalized to assist its use in conjunction with other ontologies or linked data resources to specify any particular definitions (such as units of measurement, time and time series, and location and mobility), that specialized applications in the BCI domain might need.

Its spec provides general alignment data modeling guidelines for core concepts, to help BCI applications in their design."	182	Imaging|Experimental Conditions|Health|Biomedical Resources|Neurologic Disease|Neurological Disorder|Human|Vocabularies|Upper Level Ontology	OWL	2018-06-06T00:00:00+00:00	2018-06-06T18:00:36-07:00	http://lov.okfn.org/dataset/lov/vocabs/bci	https://github.com/perma-id/w3id.org/tree/master/BCI-ontology	https://w3id.org/BCI-ontology#	0.9.6	TRUE	TRUE
EXO	https://data.bioontology.org/ontologies/EXO	http://data.bioontology.org/metadata/Ontology	Ontology	Exposure Ontology	FALSE	Significant progress has been made over the last several years in collecting and improving access to genomic, toxicology, and health data to promote understanding about environmental influences on human health. The resulting information resources, however, lack extensive and reliable exposure data, which are required to translate molecular insights, elucidate environmental contributions to diseases, and assess human health risks at the individual and population levels. We report our development of an Exposure Ontology, ExO, designed to address this information gap by facilitating centralization and integration of exposure data to inform understanding of environmental health. Like other widely used ontologies, ExO is intended to bridge the gap between exposure science and diverse environmental health disciplines including toxicology, epidemiology, disease surveillance, and epigenetics	151		OBO	2021-02-01T18:06:10-08:00	2021-02-01T18:06:12-08:00					TRUE	TRUE
EPO	https://data.bioontology.org/ontologies/EPO	http://data.bioontology.org/metadata/Ontology	Ontology	Early Pregnancy Ontology	FALSE	"The early pregnancy ontology contains the concepts to describe ectopic pregnancy ultrasound images, organized into several subsumption hierarchies for types of ectopic pregnancies and the signs, anatomical structures and technical elements of imaging associated with ectopic pregnancy.
Version 1.1 was used for ultrasound image annotations (Dhombres et al. Developing a knowledge base to support the annotation of ultrasound images of ectopic pregnancy. J Biomed Semantics, 2017)
"	1388	Imaging	OWL	2016-05-28T00:00:00+00:00	2016-06-03T10:38:39-07:00				1.1	TRUE	TRUE
CARELEX	https://data.bioontology.org/ontologies/CARELEX	http://data.bioontology.org/metadata/Ontology	Ontology	Content Archive Resource Exchange Lexicon	FALSE	Contains controlled vocabulary terms from National Cancer Institute used to classify clinical trial electronic content (documents, images, etc).     A Content model contains content classification categories (classes) and metadata properties (data properties).  Data properties should be assigned to each Content Type.   This model has been published as part of the new OASIS eTMF Standard, a draft specification available at: http://oasis-open.org/committees/etmf. CareLex is a non-profit organization formed to promote eClinical application and content interoperability for the life sciences and healthcare industries. For more info go to www.CareLex.Org	322	Vocabularies	OWL	2021-03-26T18:01:31-07:00	2021-03-26T18:01:32-07:00	http://www.carelex.org	http://carelex.org/publications/	http://carelex.org/publications/	1.02	TRUE	TRUE
HPIO	https://data.bioontology.org/ontologies/HPIO	http://data.bioontology.org/metadata/Ontology	Ontology	Host Pathogen Interactions Ontology	FALSE	Ontology for host pathogen interactions in farmed animals	275	Health	OWL	2011-01-25T00:00:00-08:00	2011-02-08T12:29:10-08:00				1	TRUE	TRUE
PLATFORM-IOOS	https://data.bioontology.org/ontologies/PLATFORM-IOOS	http://data.bioontology.org/metadata/Ontology	Ontology	IOOS Platform Ontology	FALSE	The IOOS Platform Vocabulary is a list of platform types and their definitions, references and links to example images. Lists of possible platform types were extracted from the 2011 IOOS Asset Inventory and IOOS Regional Build-Out Plans and SECOORA Asset Inventory. A platform in this context is a structure or vehicle designed to hold one or more sensors such that the intended oceanographic or atmospheric variable(s) can be monitored or measured in a manner designed for the ocean observing system or scientific hypotheses. Herein, we attempt to describe the nature of the different types and provide a hierarchy through SKOS mappings (see map_platform) to assist data managers to find the type need to insert into IOOS SOS templates.	1	Other	SKOS	2013-04-03T00:00:00+00:00	2018-07-19T09:59:08-07:00	http://mmisw.org/ont/ioos/platform			20130403T142941	TRUE	TRUE
BAO	https://data.bioontology.org/ontologies/BAO	http://data.bioontology.org/metadata/Ontology	Ontology	BioAssay Ontology	FALSE	The BioAssay Ontology (BAO) describes chemical biology screening assays and their results including high-throughput screening (HTS) data for the purpose of categorizing assays and data analysis.  BAO is an extensible, knowledge-based, highly expressive (currently SHOIQ(D)) description of biological assays making use of descriptive logic based features of the Web Ontology Language (OWL).  BAO currently has over 1000 classes and also makes use of several other ontologies.  It describes several concepts related to biological screening, including Perturbagen, Format, Meta Target, Design,  Detection Technology, and Endpoint.  Perturbagens are perturbing agents that are screened in an assay; they are mostly small molecules. Assay Meta Target describes what is known about the biological system and / or its components interrogated in the assay (and influenced by the Perturbagen).  Meta target can be directly described as a molecular entity (e.g. a purified protein or a protein complex), or indirectly by a biological process or event (e.g. phosphorylation).  Format describes the biological or chemical features common to each test condition in the assay and includes biochemical, cell-based, organism-based, and variations thereof.  The assay Design describes the assay methodology and implementation of how the perturbation of the biological system is translated into a detectable signal.  Detection Technology relates to the physical method and technical details to detect and record a signal.  Endpoints are the final HTS results as they are usually published (such as IC50, percent inhibition, etc.).  BAO has been designed to accommodate multiplexed assays.  All main BAO components include multiple levels of sub-categories and specification classes, which are linked via object property relationships forming an expressive knowledge-based representation.	7513	Molecule|Biological Process|Other|Subcellular|Chemical|Cell|Protein|Vocabularies|Physicochemical	OWL	2021-07-08T18:00:26-07:00	2021-07-08T18:00:35-07:00	http://www.bioassayontology.org/	http://www.bioassayontology.org/	http://www.bioassayontology.org/	2.7.1	TRUE	TRUE
MA	https://data.bioontology.org/ontologies/MA	http://data.bioontology.org/metadata/Ontology	Ontology	Mouse Adult Gross Anatomy Ontology	FALSE	A structured controlled vocabulary of the adult anatomy of the mouse (Mus).	3257	Mouse Anatomy|Gross Anatomy|Anatomy|Animal Gross Anatomy	OBO	2017-10-09T18:06:41-07:00	2017-10-09T18:06:41-07:00	http://www.informatics.jax.org/searches/AMA_form.shtml			releases/2017-02-07	TRUE	TRUE
MIM	https://data.bioontology.org/ontologies/MIM	http://data.bioontology.org/metadata/Ontology	Ontology	Molecular Interaction Map	FALSE	"The Molecular Interaction Map (MIM) notation seeks to provide a standardized method to draw diagrams for bioregulatory networks with features similar to technical diagrams in other fields.

This vocabulary uses the term hierarchy from the Formal MIM Notation Specification. Where possible, Systems Biology Ontology (SBO) and Biological Pathway Exchange (BioPAX) terms and IRIs are used. If no SBO or BioPAX term is available, a new term and IRI are created.

This is currently only a partial implementation. Many elements still need to be added to cover the full the specification."	88	Biological Process|Vocabularies	OWL	2014-10-30T00:00:00+00:00	2014-10-30T11:23:20-07:00	http://discover.nci.nih.gov/mim/		http://discover.nci.nih.gov/mim/formal_mim_spec.pdf	10:30:2014 16:04	TRUE	TRUE
RNPRIO	https://data.bioontology.org/ontologies/RNPRIO	http://data.bioontology.org/metadata/Ontology	Ontology	Research Network and Patient Registry Inventory Ontology	FALSE	Ontology for Inventories of Clinical Data Research Networks, Patient-Powered Research Networks, and Patient Registries 	79	Biomedical Resources	OWL	2013-06-07T00:00:00-07:00	2013-06-07T16:42:37-07:00				1	TRUE	TRUE
CPRO	https://data.bioontology.org/ontologies/CPRO	http://data.bioontology.org/metadata/Ontology	Ontology	Computer-Based Patient Record Ontology	FALSE	A uniform core set of data elements (whose formal semantics are captured in OWL) for use in a Computer-Based Patient Record (CPR)	128	Health	OWL	2013-04-24T00:00:00-07:00	2013-04-24T17:36:12-07:00	https://code.google.com/p/cpr-ontology/	https://www.researchgate.net/publication/235463154_A_Framework_Ontology_for_Computer-Based_Patient_Record_Systems?ev=prf_pub	https://www.researchgate.net/publication/235463154_A_Framework_Ontology_for_Computer-Based_Patient_Record_Systems?ev=prf_pub	Last modification: July 31th, 2011 Chimezie Ogbuji	TRUE	TRUE
HANCESTRO	https://data.bioontology.org/ontologies/HANCESTRO	http://data.bioontology.org/metadata/Ontology	Ontology	Human Ancestry Ontology	FALSE	"The Human Ancestry Ontology (HANCESTRO) provides a systematic description of the ancestry concepts used in the NHGRI-EBI Catalog of published genome-wide association studies.

Please note that as of v2.0 (released July 2018), HANCESTRO (formerly ANCESTRO) has undergone some major changes including a revised namespace."	584	Experimental Conditions|Human|Vocabularies	OWL	2021-01-04T18:05:20-08:00	2021-01-04T18:05:22-08:00	https://github.com/EBISPOT/ancestro	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-018-1396-2	https://github.com/EBISPOT/ancestro/blob/master/hancestro_documentation.md	2.5	TRUE	TRUE
GO-PLUS	https://data.bioontology.org/ontologies/GO-PLUS	http://data.bioontology.org/metadata/Ontology	Ontology	go-plus	FALSE	This is the fully axiomatised version of the GO. It includes cross ontology relationships (axioms) and imports additional required ontologies including ChEBI, cell ontology and Uberon. It also includes a complete set of relationship types including some not in go.obo/go.owl. This version is only available in OWL.	0	All Organisms	OWL	2021-07-07T18:05:55-07:00	2021-07-07T18:06:56-07:00	http://geneontology.org	http://www.geneontology.org/page/publications	http://www.geneontology.org/page/introduction-go-resource	2021-06-16	FALSE	TRUE
ICPS	https://data.bioontology.org/ontologies/ICPS	http://data.bioontology.org/metadata/Ontology	Ontology	International Classification for Patient Safety	FALSE	Ontology network about Patient Safety Incident. This work has been carried out by the Ontological Engineering Group, using sources from the University of Saint Etienne and the Australian Patient Safety Foundation, and supported by the World Health Organisation under the International Classification for Patient Safety programme.	398	Health	OWL	2010-06-28T00:00:00-07:00	2012-02-06T01:36:05-08:00	http://www.oeg-upm.net/			2.0	TRUE	TRUE
suicideo	https://data.bioontology.org/ontologies/suicideo	http://data.bioontology.org/metadata/Ontology	Ontology	suicideonto	FALSE	ontology for suicidology 	311	Other	OWL	2013-08-26T00:00:00-07:00	2013-08-25T23:09:58-07:00				2	TRUE	TRUE
NIFCELL	https://data.bioontology.org/ontologies/NIFCELL	http://data.bioontology.org/metadata/Ontology	Ontology	Neuroscience Information Framework (NIF) Cell Ontology	FALSE	Cell types from NIFSTD	374		OWL	2017-10-10T00:00:00+00:00	2018-07-06T15:35:04-07:00	http://neuinfo.org/		http://neuinfo.org/about/vocabularies.shtml	v.1.10 - July 17, 2013	TRUE	TRUE
PP	https://data.bioontology.org/ontologies/PP	http://data.bioontology.org/metadata/Ontology	Ontology	Pipeline Patterns Ontology	FALSE	"To answer the need for a workflow representing a sequence of data transformations, a high-level process ontology was defined, denoted Pipeline Patterns (PP) ontology. 

Every concept is generically a Data (class from EDAM), which can be further specified as an Entry (P:00002) or an Exit (P:00009). All Entries can be subjected to an Operation (class from EDAM) producing an Intermediate (P:00010). An Intermediate has a TemporalEntity associated to represent its time of creation. Some Entries are specifically of the type Exit, meaning that they will represent concepts that exit the current category and be passed to the next one on the workflow. Additionally, in order to permit the treatment of a set of objects as a single entity, this high-level ontology considers the concept of List (P:00004) and more specifically an Aggregate (P:00005), containing a set of Data or Entry, respectively.
The concept Intermediate is an Entry, allowing for the successive application of an operation to an Element. This is particularly useful in the case of the application of sequential set of operations."	15	Upper Level Ontology	OWL	2014-12-17T00:00:00+00:00	2014-12-17T06:59:53-08:00	https://bitbucket.org/PlantExpAssay/ontology			1.0	TRUE	TRUE
